ProductName,ProductID,OriginalPrice,SalePrice,ProductURL,Case,Dial,Strap,Movement,WaterResistant,img_url_1,img_url_2,img_url_3,img_url_4,img_url_5
Citizen xC,EW2422-55X,"HKD 3,600","HKD 2,880",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905333/cm-0/d-0,Diameter 32.5 mm Thickness 8.3 mm Shape Round Glass Sapphire Glass,Color Pink Gold,Color Rose Gold Width 0 Material Stainless Steel,Solar,5 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202006/5595794825905644601.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Citizen xC,FB1430-51W,"HKD 4,290","HKD 3,432",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905395/cm-0/d-0,Diameter 38 mm Thickness 9.4 mm Shape Round Glass Sapphire Glass,Color Sakura Pink Gold,Color Silver Width 0 Material Stainless Steel,Solar,5 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202006/5756100927021207970.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Citizen xC,FB1432-04A,"HKD 4,290","HKD 3,432",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902087/cm-0/d-0,Diameter 38 mm Thickness 9.4 mm Shape Round Glass Sapphire Glass,Color White,Color Pink Width Material Stainless Steel,Quartz,5 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/4897619120541342554.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Citizen xC,FB1432-55A,"HKD 4,350","HKD 3,480",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905404/cm-0/d-0,Diameter 38 mm Thickness 9.4 mm Shape Round Glass Sapphire Glass,Color White,Color Pink Gold  Width 0 Material Stainless Steel,Solar,5 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202006/5703837972596811964.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Citizen xC,FB1334-62A,"HKD 6,500","HKD 5,200",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905337/cm-0/d-0,Diameter 34.8 mm Thickness 9.8 mm Shape Round Glass Sapphire Glass,Color Sakura Pink Gold,Color Rose Gold Width 0 Material Titanium,Solar,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202006/5209599980049122839.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Casio Baby-G,BGA270-1A,HKD 880,HKD 704,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906489/cm-0/d-0,Diameter 46.3 mm Thickness 13.2 mm Shape Round Glass Mineral Glass,Color Black,Color Black Width Material PU,Quartz,10 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202009/5288661203004313763.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Casio Baby-G,BGA270-2A,HKD 880,HKD 704,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906490/cm-0/d-0,Diameter 46.3 mm Thickness 13.2 mm Shape Round Glass Mineral Glass,Color Silver,Color Light Blue Width Material PU,Quartz,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202009/5658940624775906270.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Casio Baby-G,BGA270-4A,HKD 880,HKD 704,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906201/cm-0/d-0,Diameter 46.3 mm Thickness 13.2 mm Shape Round Glass Mineral Glass,Color Pink,Color Pink Width Material PU,Quartz,10 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202007/5158696941835684508.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Casio Baby-G,BGA270M-7A,HKD 940,HKD 752,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906202/cm-0/d-0,Diameter 46.3 mm Thickness 13.2 mm Shape Round Glass Mineral Glass,Color Silver,Color White Width Material PU,Quartz,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202007/4729646520093153095.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Casio Baby-G,BGA270S-4A,HKD 980,HKD 784,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906491/cm-0/d-0,Diameter 46.3 mm Thickness 13.2 mm Shape Round Glass Mineral Glass,Color Black,Color Fuchsia Width Material PU,Quartz,10 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202009/4975349305948402517.jpg_700x650.ashx,N\A,N\A,N\A,N\A
