ProductURL,ProductID,ProductSKU,ProductAvailability
https://www.hepsiburada.com/vespa-ruzgar-siperlik-on-cam-lx-125-150-ie-low-seffaf-p-HBV0000186O0S?magaza=First%20Sourcer,HB0000186O0R,HBV0000186O0S,True
https://www.hepsiburada.com/kcfir-isitmali-eldiven-yurt-disindan-p-HBV000018O92A?magaza=First%20Sourcer,HB000018O920,HBV000018O92A,True
https://www.hepsiburada.com/dodo-deer-d27-2-el-yapimi-ozel-bamboo-ahsap-erkek-kol-saati-p-HBV0000192ZPA?magaza=First%20Sourcer,HB0000192ZP9,HBV0000192ZPA,True
https://www.hepsiburada.com/mark-ryden-seyahat-cantasi-5830-p-HBV000013FLQB?magaza=First%20Sourcer,HB000013FLQA,HBV000013FLQB,True
https://www.hepsiburada.com/seiko-ssa391j1-erkek-kol-saati-p-HBV00000ZG7WL?magaza=First%20Sourcer,HB00000ZG7WK,HBV00000ZG7WL,True
https://www.hepsiburada.com/seiko-sym787k1-kadin-kol-saati-p-HBV000012NU9S?magaza=First%20Sourcer,HB000012NU9R,HBV000012NU9S,True
https://www.hepsiburada.com/maono-au-a04-conderser-studyo-youtuber-ses-kayit-mikrofon-seti-yurt-disindan-p-HBV000017TJKV?magaza=First%20Sourcer,HB000017TJKU,HBV000017TJKV,True
https://www.hepsiburada.com/dodo-deer-d15-1-el-yapimi-ozel-bamboo-ahsap-erkek-kol-saati-p-HBV0000192ZP6?magaza=First%20Sourcer,HB0000192ZP5,HBV0000192ZP6,True
https://www.hepsiburada.com/vespa-ruzgar-siperlik-on-cam-lx-125-150-ie-low-seffaf-p-HBV0000186O0S?magaza=First%20Sourcer,HB0000186O0R,HBV0000186O0S,True
https://www.hepsiburada.com/kcfir-isitmali-eldiven-yurt-disindan-p-HBV000018O92A?magaza=First%20Sourcer,HB000018O920,HBV000018O92A,True
https://www.hepsiburada.com/dodo-deer-d27-2-el-yapimi-ozel-bamboo-ahsap-erkek-kol-saati-p-HBV0000192ZPA?magaza=First%20Sourcer,HB0000192ZP9,HBV0000192ZPA,True
https://www.hepsiburada.com/xiaomi-yeelight-yldd04yl-smart-led-strip-akilli-led-serit-kiti-2-m-ambiyans-aydinlatma-yurt-disindan-p-HBV000019V5OV?magaza=First%20Sourcer,HB000019V5OT,HBV000019V5OV,True
https://www.hepsiburada.com/oem-harley-davidson-on-cam-siperlik-fairing-t-008-bkcl-p-HBV0000179U63?magaza=First%20Sourcer,HB0000179U62,HBV0000179U63,True
